rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
10.42.0.211-108.174.11.1-60032-443-6,Ecuador,Quito,-0.22,-78.5,America/Guayaquil,04-09-23 18:30,14.6,58.3,0,5,70,83,14.9,58.8,70.1,6:10 AM,6:16 PM,10:30 PM,10:03 AM
10.42.0.211-77.234.44.200-49222-80-6,Egypt,Cairo,30.05,31.25,Africa/Cairo,05-09-23 2:30,27,80.6,0,6.1,70,0,28.6,83.4,58.7,6:33 AM,7:15 PM,10:09 PM,11:08 AM
10.42.0.211-10.42.0.1-35570-53-17,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,04-09-23 17:30,27,80.6,0,13,79,50,31.7,89.1,84.4,5:46 AM,6:06 PM,9:53 PM,10:06 AM
172.217.3.106-10.42.0.211-443-60840-6,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,05-09-23 0:30,24,75.2,0,11.2,85,32,26.1,79,51.5,6:19 AM,6:29 PM,10:23 PM,10:06 AM
172.217.10.66-10.42.0.211-443-36687-6,Eritrea,Asmara,15.33,38.93,Africa/Asmara,05-09-23 2:30,19.4,66.9,0,3.6,65,3,19.4,66.9,44,6:12 AM,6:34 PM,10:02 PM,10:15 AM
172.217.9.227-10.42.0.211-443-49056-6,Estonia,Tallinn,59.43,24.73,Europe/Tallinn,05-09-23 2:30,15,59,1,15.1,94,75,13.7,56.6,64.4,6:23 AM,8:15 PM,9:03 PM,12:59 PM
172.217.3.36-10.42.0.211-443-44921-6,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,05-09-23 1:30,14.1,57.4,1,4,85,0,14.7,58.5,58.7,6:05 AM,5:44 PM,10:35 PM,8:56 AM
10.42.0.42-104.193.88.109-49937-80-6,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,05-09-23 2:30,15,59,0,11.2,88,50,15.8,60.4,17.4,6:16 AM,6:32 PM,10:12 PM,10:08 AM
10.42.0.151-10.42.0.1-50448-53-17,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,05-09-23 11:30,27,80.6,1,15.1,79,75,30.4,86.8,43.6,6:12 AM,6:00 PM,10:09 PM,9:01 AM
10.42.0.211-111.206.25.159-41608-80-6,Finland,Helsinki,60.18,24.93,Europe/Helsinki,05-09-23 2:30,16,60.8,0,13,88,75,16,60.8,70.8,6:21 AM,8:16 PM,8:58 PM,1:02 PM
172.217.7.131-10.42.0.211-443-37990-6,France,Paris,48.87,2.33,Europe/Paris,05-09-23 1:30,21,69.8,1,6.1,64,0,21,69.8,90.1,7:11 AM,8:27 PM,10:21 PM,12:51 PM
175.100.207.233-10.42.0.211-80-44296-6,Gabon,Libreville,0.38,9.45,Africa/Libreville,05-09-23 0:30,24,75.2,1,15.1,94,50,26.2,79.2,66.5,6:18 AM,6:25 PM,10:25 PM,9:59 AM
198.105.244.11-10.42.0.151-80-37564-6,Gambia,Banjul,13.45,-16.58,Africa/Banjul,04-09-23 23:30,23,73.4,0,3.6,94,75,25,77,47.9,6:55 AM,7:16 PM,10:53 PM,11:04 AM
10.42.0.151-104.25.240.29-58212-443-6,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,05-09-23 3:30,20,68,0,11.2,83,75,20,68,4.9,6:29 AM,7:30 PM,9:49 PM,11:33 AM
180.149.153.234-10.42.0.211-80-39406-6,Germany,Berlin,52.52,13.4,Europe/Berlin,05-09-23 1:30,15,59,1,6.1,88,0,15,59,1.1,6:21 AM,7:49 PM,9:23 PM,12:16 PM
172.217.6.195-10.42.0.151-443-51025-6,Ghana,Accra,5.55,-0.22,Africa/Accra,04-09-23 23:30,25,77,1,16.9,94,100,27.7,81.8,49.4,5:54 AM,6:06 PM,9:58 PM,9:46 AM
10.42.0.211-104.97.95.172-48625-80-6,Greece,Athens,37.98,23.72,Europe/Athens,05-09-23 2:30,20,68,1,13,73,75,20,68,83.7,6:57 AM,7:51 PM,10:24 PM,11:54 AM
10.42.0.211-106.11.129.143-45662-80-6,Grenada,Saint George's,12.05,-61.75,America/Grenada,04-09-23 19:30,29,84.2,0,20.2,84,25,34.1,93.3,25.4,5:57 AM,6:15 PM,10:02 PM,10:09 AM
136.142.1.3-0.95.2.3-0-0-0,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,04-09-23 17:30,19,66.2,0,6.8,94,75,19,66.2,36.1,5:50 AM,6:12 PM,9:57 PM,10:13 AM
10.42.0.211-23.194.141.191-45461-443-6,Guinea,Conakry,9.51,-13.71,Africa/Conakry,04-09-23 23:30,25,77,0,15.1,100,75,27.4,81.3,33.3,6:46 AM,7:02 PM,10:47 PM,10:47 AM
131.253.61.68-10.42.0.211-443-56626-6,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,04-09-23 23:30,23,73.4,1,4,94,50,25.2,77.4,21.6,6:52 AM,7:11 PM,10:52 PM,10:57 AM
10.42.0.211-10.42.0.1-29625-53-17,Guyana,Georgetown,6.8,-58.17,America/Guyana,04-09-23 19:30,28,82.4,0,6.8,79,25,31.5,88.6,55.8,5:45 AM,5:58 PM,9:55 PM,9:48 AM
216.58.217.67-10.42.0.211-443-37562-6,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,04-09-23 19:30,31,87.8,0,16.9,63,75,40.5,105,18.1,6:35 AM,7:01 PM,10:35 PM,11:03 AM
172.217.6.195-10.42.0.151-443-48653-6,Vatican City,Vatican City,41.9,12.45,Europe/Rome,05-09-23 1:30,21,69.8,1,6.8,43,0,21,69.8,90.8,6:38 AM,7:40 PM,10:01 PM,11:50 AM
203.205.151.47-10.42.0.151-80-41016-6,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,04-09-23 17:30,28,82.4,0,15.1,48,37,31.6,88.9,51.5,5:38 AM,5:58 PM,9:44 PM,9:58 AM
10.42.0.211-10.42.0.1-1793-53-17,Hungary,Budapest,47.5,19.08,Europe/Budapest,05-09-23 1:30,17,62.6,0,13,63,0,17,62.6,73,6:06 AM,7:19 PM,9:18 PM,11:36 AM
183.79.250.251-10.42.0.211-443-54369-6,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,04-09-23 23:30,8.7,47.7,0,16.9,82,22,6.1,43,52.9,6:13 AM,8:26 PM,8:30 PM,1:44 PM
151.101.46.2-10.42.0.151-443-42616-6,India,New Delhi,28.6,77.2,Asia/Kolkata,05-09-23 5:00,28,82.4,0,11.2,84,0,29.3,84.7,0,6:01 AM,6:40 PM,9:34 PM,10:24 AM
172.217.11.35-10.42.0.151-443-36729-6,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,05-09-23 6:30,22,71.6,0,6.8,83,25,24.6,76.2,0,5:52 AM,5:52 PM,9:50 PM,9:09 AM
209.10.120.26-10.42.0.211-80-44485-6,Iran,Tehran,35.73,51.33,Asia/Tehran,05-09-23 3:00,29,84.2,1,3.6,18,25,26.9,80.4,0,5:39 AM,6:28 PM,9:06 PM,10:23 AM
172.217.10.110-10.42.0.151-443-49387-6,Iraq,Baghdad,33.34,44.39,Asia/Baghdad,05-09-23 2:30,31,87.8,1,6.1,21,0,28.8,83.8,55.8,5:39 AM,6:24 PM,9:09 PM,10:18 AM
172.217.12.174-10.42.0.151-443-35463-6,Ireland,Dublin,53.33,-6.25,Europe/Dublin,05-09-23 0:30,14,57.2,0,6.8,94,25,14.1,57.4,78,6:39 AM,8:08 PM,9:39 PM,12:42 PM
172.217.10.10-10.42.0.151-443-44898-6,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,05-09-23 2:30,25,77,0,6.8,74,0,25.7,78.2,24,6:16 AM,7:00 PM,9:50 PM,10:54 AM
10.42.0.42-119.146.74.33-47270-443-6,Italy,Rome,41.9,12.48,Europe/Rome,05-09-23 1:30,21,69.8,0,6.8,43,0,21,69.8,90.8,6:38 AM,7:40 PM,10:00 PM,11:50 AM
172.217.10.67-10.42.0.151-443-33764-6,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,04-09-23 18:30,31,87.8,1,20.2,79,25,39.5,103.1,27.5,5:53 AM,6:18 PM,9:55 PM,10:20 AM
10.42.0.1-10.42.0.42-53-37003-17,Japan,Tokyo,35.69,139.69,Asia/Tokyo,05-09-23 8:30,30,86,0,28.1,75,25,35.7,96.2,2.3,5:15 AM,6:05 PM,8:34 PM,9:43 AM
175.100.207.233-10.42.0.151-443-52786-6,Jordan,Amman,31.95,35.93,Asia/Amman,05-09-23 2:30,25,77,1,3.6,51,0,26.3,79.3,52.2,6:13 AM,6:57 PM,9:47 PM,10:52 AM
10.42.0.1-10.42.0.42-53-40226-17,Kazakhstan,Astana,51.18,71.43,Asia/Almaty,05-09-23 5:30,11,51.8,1,11.2,94,100,9.1,48.4,21.3,6:31 AM,7:55 PM,9:33 PM,12:05 PM
209.85.144.188-10.42.0.151-5228-53129-6,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,05-09-23 2:30,17,62.6,1,4,83,75,17,62.6,35.1,6:29 AM,6:34 PM,10:34 PM,10:04 AM
10.42.0.211-104.193.88.109-57974-80-6,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,05-09-23 11:30,28.8,83.8,1,27.4,76,79,33.4,92.1,15.9,6:38 AM,6:44 PM,10:23 PM,9:55 AM
175.100.207.233-10.42.0.42-443-52264-6,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,05-09-23 2:30,34.7,94.5,0,9.7,36,0,36.4,97.5,52.9,5:27 AM,6:07 PM,9:02 PM,9:57 AM
10.42.0.211-64.71.142.124-54611-443-6,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,05-09-23 5:30,12.1,53.8,0,6.1,64,21,11.9,53.4,26.5,6:29 AM,7:32 PM,9:45 PM,11:30 AM
172.217.3.106-10.42.0.211-443-58884-6,Indonesia,Laos,-8.18,114.32,Asia/Jakarta,05-09-23 6:30,19.4,66.9,0,3.6,91,31,19.4,66.9,22.9,5:23 AM,5:21 PM,9:22 PM,8:36 AM
172.217.11.35-10.42.0.42-443-57983-6,Latvia,Riga,56.95,24.1,Europe/Riga,05-09-23 2:30,12,53.6,0,9,100,0,10.8,51.4,71.5,6:31 AM,8:13 PM,9:20 PM,12:49 PM
203.205.158.37-10.42.0.151-80-48191-6,Lebanon,Beirut,33.87,35.51,Asia/Beirut,05-09-23 2:30,28,82.4,0,6.1,66,0,30.8,87.4,87.3,6:13 AM,7:00 PM,9:45 PM,10:57 AM
180.76.176.11-10.42.0.211-80-56142-6,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,05-09-23 1:30,13.2,55.8,0,5.4,24,0,13.3,55.9,94.4,6:22 AM,5:57 PM,10:56 PM,9:07 AM
10.42.0.211-10.42.0.1-4032-53-17,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,04-09-23 23:30,25,77,1,3.6,94,75,27.6,81.6,63.7,6:36 AM,6:49 PM,10:40 PM,10:30 AM
10.42.0.42-14.29.93.254-59406-80-6,Thailand,Nan,18.78,100.78,Asia/Bangkok,05-09-23 6:30,25,77,1,3.6,100,25,28.5,83.3,8.6,6:03 AM,6:29 PM,9:42 PM,10:02 AM
220.243.219.55-10.42.0.42-80-37086-6,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,05-09-23 1:30,15,59,1,3.6,100,0,15.1,59.1,12.9,6:44 AM,7:57 PM,9:58 PM,12:15 PM
131.253.61.66-10.42.0.42-443-48870-6,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,05-09-23 2:30,10,50,0,6.1,94,0,9,48.2,30.4,6:30 AM,8:04 PM,9:26 PM,12:34 PM
202.77.129.54-10.42.0.211-80-49363-6,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg,05-09-23 1:30,17,62.6,0,20.2,63,0,17,62.6,84.4,6:55 AM,8:13 PM,10:03 PM,12:37 PM
172.217.10.74-10.42.0.151-443-54414-6,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo,05-09-23 2:30,14,57.2,0,19.1,82,75,13.8,56.9,54.4,5:56 AM,5:43 PM,10:15 PM,8:59 AM
10.42.0.151-10.42.0.1-34268-53-17,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre,05-09-23 1:30,19.7,67.5,1,4.3,39,8,19.7,67.5,38.6,5:48 AM,5:41 PM,10:05 PM,9:02 AM
192.229.173.173-10.42.0.211-80-42620-6,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur,05-09-23 7:30,26,78.8,1,6.8,89,25,29.7,85.5,0,7:08 AM,7:17 PM,10:59 PM,10:40 AM
192.229.173.173-10.42.0.42-443-33619-6,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives,05-09-23 4:30,27.5,81.5,0,24.8,78,68,30.9,87.6,27.9,6:00 AM,6:12 PM,9:53 PM,9:42 AM
10.42.0.211-119.146.74.33-57161-443-6,Mali,Bamako,12.65,-8,Africa/Bamako,04-09-23 23:30,25,77,0,6.8,89,25,27.9,82.2,2.2,6:21 AM,6:41 PM,10:19 PM,10:27 AM
10.42.0.211-23.208.168.108-51798-443-6,Malta,Valletta,35.9,14.51,Europe/Malta,05-09-23 1:30,25,77,0,16.9,69,0,26.2,79.1,97.3,6:36 AM,7:26 PM,10:06 PM,11:29 AM
151.101.1.140-10.42.0.211-443-38151-6,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro,05-09-23 11:30,31,87.8,1,19.1,75,50,39.1,102.3,17.2,6:26 AM,6:41 PM,10:06 PM,9:56 AM
10.42.0.151-10.42.0.1-44784-53-17,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott,04-09-23 23:30,28.8,83.8,0,18.4,67,8,32,89.6,55.8,6:50 AM,7:16 PM,10:44 PM,11:07 AM
209.10.120.26-10.42.0.211-80-60809-6,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius,05-09-23 3:30,22,71.6,0,15.1,78,50,24.6,76.2,65.1,6:16 AM,6:02 PM,10:35 PM,9:16 AM
10.42.0.211-10.42.0.1-42703-53-17,Mexico,Mexico City,19.43,-99.13,America/Mexico_City,04-09-23 17:30,25,77,0,19.1,32,100,25.6,78.1,113,6:22 AM,6:49 PM,10:24 PM,10:56 AM
10.42.0.42-64.71.142.110-59935-443-6,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei,05-09-23 10:30,31,87.8,1,6.8,71,100,38,100.3,14.8,6:20 AM,6:33 PM,10:01 PM,9:51 AM
10.42.0.42-119.146.74.48-55150-80-6,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk,05-09-23 6:30,16.9,62.4,1,5.4,42,50,16.9,62.4,10.1,5:58 AM,7:24 PM,8:58 PM,11:30 AM
10.42.0.211-52.86.75.14-54865-443-6,Monaco,Monaco,43.73,7.42,Europe/Monaco,05-09-23 1:30,24,75.2,0,13,57,0,25.7,78.2,44.7,6:57 AM,8:01 PM,10:16 PM,12:15 PM
10.42.0.1-10.42.0.42-53-17711-17,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,05-09-23 7:30,10,50,0,3.6,87,25,7.7,45.8,93,6:13 AM,7:29 PM,9:20 PM,11:26 AM
10.42.0.211-31.13.80.37-51683-443-6,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,05-09-23 1:30,23,73.4,1,33.1,47,0,25,76.9,62.2,6:11 AM,7:13 PM,9:32 PM,11:22 AM
10.42.0.211-10.42.0.1-52447-53-17,Morocco,Rabat,34.03,-6.84,Africa/Casablanca,05-09-23 0:30,19,66.2,0,3.6,94,0,19,66.2,74.4,7:03 AM,7:50 PM,10:37 PM,11:54 AM
182.22.67.88-10.42.0.151-443-57229-6,Mozambique,Maputo,-25.97,32.59,Africa/Maputo,05-09-23 1:30,20,68,0,13,94,75,20,68,24,5:59 AM,5:39 PM,10:29 PM,8:50 AM
172.217.10.106-10.42.0.151-443-58968-6,Myanmar,Pathein,16.78,94.73,Asia/Yangon,05-09-23 6:00,24.8,76.6,0,7.2,96,100,27.9,82.2,13.8,5:58 AM,6:22 PM,9:40 PM,9:55 AM
10.42.0.211-123.125.115.164-54413-443-6,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,05-09-23 1:30,15,59,1,6.1,21,0,14.8,58.7,50.1,6:59 AM,6:42 PM,11:28 PM,9:59 AM
172.217.10.14-10.42.0.42-443-39411-6,Turkey,Yaren,39.55,27.62,Europe/Istanbul,05-09-23 2:30,22,71.6,1,9,78,50,24.5,76.1,90.1,6:40 AM,7:37 PM,10:04 PM,11:41 AM
10.42.0.211-87.240.165.91-38825-80-6,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,05-09-23 5:15,22,71.6,0,3.6,94,75,24.5,76.1,3.4,5:44 AM,6:22 PM,9:17 PM,10:03 AM
172.217.12.161-10.42.0.211-443-41443-6,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,05-09-23 1:30,17,62.6,0,13,88,0,17,62.6,54.4,6:56 AM,8:22 PM,9:58 PM,12:52 PM
10.42.0.42-103.235.46.39-50832-80-6,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,05-09-23 11:30,14,57.2,1,6.1,63,100,14.7,58.4,46.5,6:42 AM,5:59 PM,11:04 PM,8:45 AM
172.217.12.138-10.42.0.211-443-54757-6,Nicaragua,Managua,12.15,-86.27,America/Managua,04-09-23 17:30,30,86,0,15.1,75,50,35.9,96.6,30,5:35 AM,5:54 PM,9:43 PM,9:52 AM
10.42.0.211-10.42.0.1-13691-53-17,Niger,Niamey,13.52,2.12,Africa/Niamey,05-09-23 0:30,26,78.8,0,6.1,84,0,27.5,81.5,10.2,6:40 AM,7:01 PM,10:36 PM,10:46 AM
10.42.0.211-10.42.0.1-30442-53-17,Nigeria,Abuja,9.18,7.18,Africa/Lagos,05-09-23 0:30,24,75.2,1,6.8,94,25,26.7,80.1,2.6,6:22 AM,6:38 PM,10:22 PM,10:19 AM
206.126.112.141-10.42.0.42-443-53525-6,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,05-09-23 8:30,22.8,73,0,4,87,13,25,77,9.7,6:08 AM,7:04 PM,9:25 PM,10:47 AM
172.217.10.142-10.42.0.211-443-54620-6,Macedonia,Skopje,42,21.43,Europe/Skopje,05-09-23 1:30,17,62.6,1,3.6,77,75,17,62.6,60.8,6:02 AM,7:04 PM,9:24 PM,11:12 AM
182.22.25.252-10.42.0.211-443-38736-6,Norway,Oslo,59.92,10.75,Europe/Oslo,05-09-23 1:30,14,57.2,0,51.8,100,75,14.7,58.4,19.3,6:18 AM,8:12 PM,8:56 PM,1:01 PM
169.45.248.122-10.42.0.151-5222-56368-6,Oman,Muscat,23.61,58.59,Asia/Muscat,05-09-23 3:30,30,86,1,6.1,84,0,37,98.5,26.1,5:49 AM,6:21 PM,9:28 PM,10:04 AM
10.42.0.211-23.206.125.17-34412-80-6,Pakistan,Islamabad,33.7,73.17,Asia/Karachi,05-09-23 4:30,27.4,81.3,0,9.7,53,18,28.2,82.8,44.4,5:43 AM,6:29 PM,9:11 PM,10:18 AM
10.42.0.1-10.42.0.42-53-30517-17,Palau,Adkip,7.36,134.51,Pacific/Palau,05-09-23 8:30,25,77,1,15.1,94,100,27.1,80.8,22.9,5:54 AM,6:08 PM,9:38 PM,9:29 AM
10.42.0.151-31.13.80.5-44581-443-6,Bolivia,National,-11.18,-67.08,America/La_Paz,04-09-23 19:30,31.3,88.3,0,3.6,39,47,31.7,89.1,5.5,6:30 AM,6:25 PM,11:00 PM,10:01 AM
10.42.0.211-106.39.169.66-52049-80-6,Panama,Panama City,8.97,-79.53,America/Panama,04-09-23 18:30,29,84.2,0,15.1,70,50,35.8,96.5,1.4,6:09 AM,6:25 PM,10:20 PM,10:19 AM
175.100.207.231-10.42.0.42-80-58459-6,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,05-09-23 9:30,27,80.6,1,28.1,79,50,29.4,84.8,35.4,6:12 AM,6:09 PM,10:07 PM,9:19 AM
203.205.158.62-10.42.0.151-80-43183-6,Paraguay,Carreria,-21.55,-58.12,America/Asuncion,04-09-23 19:30,20.5,68.9,1,14.4,64,29,20.4,68.7,27.9,5:59 AM,5:44 PM,10:39 PM,9:10 AM
10.42.0.151-27.221.28.204-48843-80-6,Peru,Lima,-12.05,-77.05,America/Lima,04-09-23 18:30,17.8,64,1,15.8,77,32,17.8,64,52.2,6:10 AM,6:05 PM,10:42 PM,9:41 AM
10.42.0.211-104.192.110.245-38563-443-6,Philippines,Manila,14.6,120.98,Asia/Manila,05-09-23 7:30,28,82.4,1,3.6,84,100,32.7,90.9,47.9,5:44 AM,6:06 PM,9:25 PM,9:33 AM
172.217.6.238-10.42.0.211-443-36964-6,Poland,Warsaw,52.25,21,Europe/Warsaw,05-09-23 1:30,12,53.6,1,3.6,94,0,12.5,54.4,30.4,5:52 AM,7:18 PM,8:53 PM,11:43 AM
172.217.12.206-10.42.0.211-80-55276-6,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,05-09-23 0:30,20,68,1,24.1,94,75,20,68,71.5,7:08 AM,8:03 PM,10:36 PM,12:13 PM
10.42.0.211-52.179.153.195-51724-443-6,Qatar,Doha,25.29,51.53,Asia/Qatar,05-09-23 2:30,33,91.4,1,3.6,75,0,43.4,110.1,0,5:16 AM,5:50 PM,8:54 PM,9:36 AM
10.42.0.211-10.42.0.1-58493-53-17,Romania,Bucharest,44.43,26.1,Europe/Bucharest,05-09-23 2:30,19,66.2,1,9,68,0,19,66.2,85.1,6:41 AM,7:48 PM,9:58 PM,11:58 AM
172.217.10.10-10.42.0.211-443-33010-6,Russia,Moscow,55.75,37.62,Europe/Moscow,05-09-23 2:30,11,51.8,1,6.8,94,0,10.6,51.1,0.5,5:40 AM,7:17 PM,8:31 PM,11:46 AM
10.42.0.211-66.198.24.240-34380-443-6,Rwanda,Kigali,-1.95,30.06,Africa/Kigali,05-09-23 1:30,21,69.8,0,6.1,69,50,21,69.8,17,5:57 AM,6:01 PM,10:03 PM,9:32 AM
172.217.12.131-10.42.0.151-443-46908-6,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,04-09-23 19:30,29,84.2,1,16.9,84,25,32.8,91,53.6,5:58 AM,6:22 PM,9:58 PM,10:21 AM
172.217.10.65-10.42.0.211-443-46587-6,Saint Lucia,Castries,14,-61,America/St_Lucia,04-09-23 19:30,28,82.4,0,11.2,84,25,31.1,88,44.4,5:53 AM,6:13 PM,9:56 PM,10:09 AM
10.42.0.211-10.42.0.1-55738-53-17,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,04-09-23 19:30,29,84.2,1,26.6,74,11,33.6,92.5,56.5,5:54 AM,6:14 PM,9:58 PM,10:09 AM
10.42.0.1-10.42.0.42-53-17535-17,Samoa,Apia,-13.83,-171.73,Pacific/Apia,05-09-23 12:30,30,86,1,9,75,75,35.2,95.4,52.9,6:30 AM,6:22 PM,10:22 PM,9:25 AM
10.42.0.211-10.42.0.1-19419-53-17,San Marino,San Marino,43.93,12.45,Europe/Rome,05-09-23 1:30,23,73.4,0,22,50,0,24.8,76.7,114.4,6:36 AM,7:42 PM,9:55 PM,11:55 AM
172.217.12.131-10.42.0.151-443-60762-6,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,05-09-23 1:30,17,62.6,1,3.6,77,0,17,62.6,72.2,6:59 AM,8:22 PM,10:03 PM,12:49 PM
10.42.0.211-77.234.41.79-56861-443-6,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,05-09-23 2:30,29,84.2,1,6.1,14,0,26.9,80.4,55.1,5:35 AM,6:09 PM,9:15 PM,9:55 AM
10.42.0.151-10.42.0.1-42521-53-17,Senegal,Dakar,14.67,-17.44,Africa/Dakar,04-09-23 23:30,26,78.8,0,4,89,75,29.4,84.9,56.5,6:58 AM,7:20 PM,10:55 PM,11:09 AM
172.217.10.42-10.42.0.42-443-34462-6,Serbia,Belgrade,44.8,20.47,Europe/Belgrade,05-09-23 1:30,17,62.6,1,13,72,0,17,62.6,62.9,6:03 AM,7:10 PM,9:20 PM,11:23 AM
10.42.0.211-66.102.255.61-50925-80-6,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,05-09-23 3:30,27,80.6,0,22,84,50,30.4,86.8,50.1,6:16 AM,6:18 PM,10:21 PM,9:43 AM
192.229.173.173-10.42.0.211-80-39102-6,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,04-09-23 23:30,25,77,0,19.1,89,75,27.9,82.3,36.1,6:44 AM,7:00 PM,10:47 PM,10:43 AM
151.101.45.140-10.42.0.151-443-56147-6,Singapore,Singapore,1.29,103.86,Asia/Singapore,05-09-23 7:30,28,82.4,0,6.8,74,75,31.7,89.1,9,7:00 AM,7:08 PM,10:53 PM,10:29 AM
10.42.0.211-72.30.2.182-49719-443-6,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,05-09-23 1:30,15,59,1,3.6,72,0,15.3,59.6,53.6,6:13 AM,7:28 PM,9:24 PM,11:46 AM
10.42.0.151-72.21.206.140-33156-443-6,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,05-09-23 1:30,12,53.6,1,4,88,25,12.5,54.4,10.1,6:26 AM,7:36 PM,9:41 PM,11:51 AM
10.42.0.151-104.193.88.109-56823-80-6,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,05-09-23 10:30,29,84.2,1,11.2,79,25,32.7,90.9,32.5,6:21 AM,6:18 PM,10:14 PM,9:27 AM
198.105.244.11-10.42.0.211-80-34099-6,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,05-09-23 2:30,24.4,75.9,0,28.8,88,39,26.8,80.2,57.9,5:54 AM,6:02 PM,9:54 PM,9:33 AM
192.229.173.173-10.42.0.42-80-38018-6,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,05-09-23 1:30,14,57.2,1,3.6,47,0,14.1,57.4,83,6:17 AM,5:56 PM,10:47 PM,9:09 AM
10.42.0.211-10.42.0.1-12520-53-17,South Korea,Seoul,37.57,127,Asia/Seoul,05-09-23 8:30,26,78.8,0,9,89,75,28.2,82.8,0.4,6:04 AM,6:58 PM,9:23 PM,10:39 AM
216.58.219.208-10.42.0.42-443-59672-6,Sudan,Juba,12.15,24.45,Africa/Khartoum,05-09-23 1:30,27.6,81.7,1,18,63,17,29.4,84.9,17.9,6:12 AM,6:31 PM,10:06 PM,10:11 AM
202.77.129.146-10.42.0.211-80-39698-6,Spain,Madrid,40.4,-3.68,Europe/Madrid,05-09-23 1:30,19,66.2,0,6.8,88,25,19,66.2,8.9,7:45 AM,8:42 PM,11:10 PM,12:54 PM
205.204.101.182-10.42.0.211-443-41354-6,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,05-09-23 5:00,27,80.6,0,13,89,25,31,87.9,28.6,6:03 AM,6:16 PM,9:55 PM,9:45 AM
172.217.10.3-10.42.0.151-443-34339-6,Sudan,Khartoum,15.59,32.53,Africa/Khartoum,05-09-23 1:30,31,87.8,1,19.8,40,5,31.6,88.9,37.2,5:38 AM,6:00 PM,9:28 PM,9:42 AM
172.217.10.138-10.42.0.151-443-34173-6,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,04-09-23 20:30,29,84.2,0,3.6,79,25,34.9,94.9,52.9,6:33 AM,6:46 PM,10:44 PM,10:34 AM
